0.08,BoneStab,2,70,0,0,,,,
0.4,BoneStab,0,70,0,0,,,,
0,BoneStab,2,70,0,4.05,,,,
0.08,BoneStab,0,68,0,0,,,,
0.08,BoneStab,0,66,0,0,,,,
0.08,BoneStab,0,64,0,0,,,,
0.08,BoneStab,0,62,0,0,,,,
0.08,BoneStab,0,60,0,0,,,,
0.08,BoneStab,0,58,0,0,,,,
0.08,BoneStab,0,56,0,0,,,,
0.08,BoneStab,0,54,0,0,,,,
0.08,BoneStab,0,52,0,0,,,,
0.08,BoneStab,0,50,0,0,,,,
0.08,BoneStab,0,48,0,0,,,,
0.08,BoneStab,0,46,0,0,,,,
0.08,BoneStab,0,44,0,0,,,,
0,GasterBlaster,1,320,0,320,240,90,0.5,0.3
0.08,BoneStab,0,42,0,0,,,,
0.08,BoneStab,0,40,0,0,,,,
0.08,BoneStab,0,38,0,0,,,,
0.08,BoneStab,0,36,0,0,,,,
0.08,BoneStab,0,34,0,0,,,,
0.08,BoneStab,0,32,0,0,,,,
0.08,BoneStab,0,30,0,0,,,,
0.08,BoneStab,0,28,0,0,,,,
0.08,BoneStab,0,26,0,0,,,,
0.08,BoneStab,0,24,0,0,,,,
0.08,BoneStab,0,22,0,0,,,,
0.08,BoneStab,0,20,0,0,,,,
0.08,BoneStab,0,22,0,0,,,,
0.08,BoneStab,0,24,0,0,,,,
0.08,BoneStab,0,26,0,0,,,,
0.08,BoneStab,0,28,0,0,,,,
0.08,BoneStab,0,30,0,0,,,,
0.08,BoneStab,0,32,0,0,,,,
0.08,BoneStab,0,34,0,0,,,,
0.08,BoneStab,0,36,0,0,,,,
0.08,BoneStab,0,38,0,0,,,,
0.08,BoneStab,0,40,0,0,,,,
0.08,BoneStab,0,42,0,0,,,,
0.08,BoneStab,0,44,0,0,,,,
0.08,BoneStab,0,46,0,0,,,,
0.08,BoneStab,0,48,0,0,,,,
0.08,BoneStab,0,50,0,0,,,,
0.08,BoneStab,0,52,0,0,,,,
0.08,BoneStab,0,54,0,0,,,,
0.08,BoneStab,0,56,0,0,,,,
0.08,BoneStab,0,58,0,0,,,,
0.08,BoneStab,0,60,0,0,,,,
0.08,BoneStab,0,62,0,0,,,,
0.08,BoneStab,0,64,0,0,,,,
0.08,BoneStab,0,66,0,0,,,,
0.08,BoneStab,0,68,0,0,,,,
0.08,BoneStab,0,70,0,0,,,,




0.4,BoneStab,2,70,0,0,,,,
0.4,BoneStab,0,70,0,0,,,,
0.08,BoneStab,2,68,0,0,,,,
0.08,BoneStab,0,68,0,0,,,,
0.08,BoneStab,2,66,0,0,,,,
0.08,BoneStab,0,66,0,0,,,,
0.08,BoneStab,2,64,0,0,,,,
0.08,BoneStab,0,64,0,0,,,,
0.08,BoneStab,2,62,0,0,,,,
0.08,BoneStab,0,62,0,0,,,,
0.08,BoneStab,2,60,0,0,,,,
0.08,BoneStab,0,60,0,0,,,,
0.08,BoneStab,2,58,0,0,,,,
0.08,BoneStab,0,58,0,0,,,,
0.08,BoneStab,2,56,0,0,,,,
0.08,BoneStab,0,56,0,0,,,,
0.08,BoneStab,2,54,0,0,,,,
0.08,BoneStab,0,54,0,0,,,,
0.08,BoneStab,2,52,0,0,,,,
0.08,BoneStab,0,52,0,0,,,,
0.08,BoneStab,2,50,0,0,,,,
0.08,BoneStab,0,50,0,0,,,,
0.08,BoneStab,2,48,0,0,,,,
0.08,BoneStab,0,48,0,0,,,,
0.08,BoneStab,2,46,0,0,,,,
0.08,BoneStab,0,46,0,0,,,,
0.08,BoneStab,2,44,0,0,,,,
0.08,BoneStab,0,44,0,0,,,,
0.08,BoneStab,2,42,0,0,,,,
0.08,BoneStab,0,42,0,0,,,,
0,GasterBlaster,0,0,240,320,240,0,0.5,0.3
0,GasterBlaster,0,640,240,320,240,180,0.5,0.3
0,GasterBlaster,0,320,0,320,240,90,0.5,0.3
0,GasterBlaster,0,320,480,320,240,270,0.5,0.3
0,GasterBlaster,0,0,0,320,240,45,0.5,0.3
0,GasterBlaster,0,640,0,320,240,135,0.5,0.3
0,GasterBlaster,0,640,480,320,240,225,0.5,0.3
0,GasterBlaster,0,0,480,320,240,315,0.5,0.3
0,GasterBlaster,0,160,0,320,240,60,0.5,0.3
0,GasterBlaster,0,480,480,320,240,240,0.5,0.3
0.08,BoneStab,2,40,0,0,,,,
0.08,BoneStab,0,40,0,0,,,,
0.08,BoneStab,2,38,0,0,,,,
0.08,BoneStab,0,38,0,0,,,,
0.08,BoneStab,2,36,0,0,,,,
0.08,BoneStab,0,36,0,0,,,,
0,HeartMode,1,,,,,,,
0,Sound,Ding,,,,,,,
0.08,BoneStab,2,34,0,0,,,,
0.08,BoneStab,0,34,0,0,,,,
0.08,BoneStab,2,32,0,0,,,,
0.08,BoneStab,0,32,0,0,,,,
0.08,BoneStab,2,30,0,0,,,,
0.08,BoneStab,0,30,0,0,,,,
0.08,BoneStab,2,28,0,0,,,,
0.08,BoneStab,0,28,0,0,,,,
0.08,BoneStab,2,26,0,0,,,,
0.08,BoneStab,0,26,0,0,,,,
0.08,BoneStab,2,24,0,0,,,,
0.08,BoneStab,0,24,0,0,,,,
0.08,BoneStab,2,22,0,0,,,,
0.08,BoneStab,0,22,0,0,,,,
0.08,BoneStab,2,20,0,0,,,,
0.08,BoneStab,0,20,0,0,,,,
0.08,BoneStab,2,22,0,0,,,,
0.08,BoneStab,0,22,0,0,,,,
0.08,BoneStab,2,24,0,0,,,,
0.08,BoneStab,0,24,0,0,,,,
0.08,BoneStab,2,26,0,0,,,,
0.08,BoneStab,0,26,0,0,,,,
0,BoneVRepeat,128,57,295,0,210,4,133
0,BoneVRepeat,128,366,20,0,210,4,133
0,BoneVRepeat,128,57,295,2,210,4,133
0,BoneVRepeat,128,366,20,2,210,4,133
0.08,BoneStab,2,28,0,0,,,,
0.08,BoneStab,0,28,0,0,,,,
0.08,BoneStab,2,30,0,0,,,,
0.08,BoneStab,0,30,0,0,,,,
0.08,BoneStab,2,32,0,0,,,,
0.08,BoneStab,0,32,0,0,,,,
0.08,BoneStab,2,34,0,0,,,,
0.08,BoneStab,0,34,0,0,,,,
0.08,BoneStab,2,36,0,0,,,,
0.08,BoneStab,0,36,0,0,,,,
0.08,BoneStab,2,38,0,0,,,,
0.08,BoneStab,0,38,0,0,,,,
0.08,BoneStab,2,40,0,0,,,,
0.08,BoneStab,0,40,0,0,,,,
0.08,BoneStab,2,42,0,0,,,,
0.08,BoneStab,0,42,0,0,,,,
0.08,BoneStab,2,44,0,0,,,,
0.08,BoneStab,0,44,0,0,,,,
0.08,BoneStab,2,46,0,0,,,,
0.08,BoneStab,0,46,0,0,,,,
0.08,BoneStab,2,48,0,0,,,,
0.08,BoneStab,0,48,0,0,,,,
0.08,BoneStab,2,50,0,0,,,,
0.08,BoneStab,0,50,0,0,,,,
0.08,BoneStab,2,52,0,0,,,,
0.08,BoneStab,0,52,0,0,,,,
0.08,BoneStab,2,54,0,0,,,,
0.08,BoneStab,0,54,0,0,,,,
0.08,BoneStab,2,56,0,0,,,,
0.08,BoneStab,0,56,0,0,,,,
0.08,BoneStab,2,58,0,0,,,,
0.08,BoneStab,0,58,0,0,,,,
0.08,BoneStab,2,60,0,0,,,,
0.08,BoneStab,0,60,0,0,,,,
0.08,BoneStab,2,62,0,0,,,,
0.08,BoneStab,0,62,0,0,,,,
0.08,BoneStab,2,64,0,0,,,,
0.08,BoneStab,0,64,0,0,,,,
0.08,BoneStab,2,66,0,0,,,,
0.08,BoneStab,0,66,0,0,,,,
0.08,BoneStab,2,68,0,0,,,,
0.08,BoneStab,0,68,0,0,,,,
0.08,BoneStab,2,70,0,0,,,,
0.08,BoneStab,0,70,0,0,,,,
0.03,SansBody,HandUp,,
0,SansSlam,3,,
0.4,SansAnimation,Idle,,
0,BoneVRepeat,128,286,107,0,140,7,76
0,BoneVRepeat,523,197,85,2,140,7,76
5.9,sansslam,1,,,,,,,
0,SansBody,HandDown,,,,,,,
0.3,BoneStab,1,14,0.1,0.1,,,,
0.4,SansAnimation,Idle,,
0.6,BoneStab,1,35,0.1,0.4,,,,
1.04,BoneVRepeat,128,57,295,0,210,8,133
0,BoneVRepeat,128,366,20,0,210,8,133
0,BoneVRepeat,128,57,295,2,210,8,133
0,BoneVRepeat,128,366,20,2,210,8,133
5.9,BoneStab,1,35,0.1,0.4,,,,
1,EndAttack,,,,,
